,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
6,ct,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,15.6086957,0.6179959,3449.0,state,fb-survey
7,dc,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,11.9109948,1.6594814,381.0,state,fb-survey
8,de,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,13.3957025,1.1315835,906.0073,state,fb-survey
9,fl,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,18.758045,0.3301055,13984.9996,state,fb-survey
10,ga,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,22.9047575,0.5703726,5427.9516,state,fb-survey
11,hi,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,11.013986,1.0694063,857.0,state,fb-survey
12,ia,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,33.0707972,0.8099334,3374.1291,state,fb-survey
13,id,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,36.678475,1.1372097,1795.8975,state,fb-survey
14,il,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,24.7223988,0.4457838,9364.9993,state,fb-survey
15,in,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,31.1260459,0.6190534,5594.003,state,fb-survey
16,ks,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,30.4258629,0.9114922,2547.9144,state,fb-survey
17,ky,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,29.2082764,0.7775417,3420.118,state,fb-survey
18,la,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,23.3976439,0.7630391,3078.3686,state,fb-survey
19,ma,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,12.4972408,0.4938382,4484.01,state,fb-survey
20,md,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,15.7949882,0.6287836,3363.9908,state,fb-survey
21,me,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,12.2082019,0.8225745,1584.0,state,fb-survey
22,mi,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,21.6090431,0.4411046,8705.9936,state,fb-survey
23,mn,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,25.4947599,0.6856832,4040.0865,state,fb-survey
24,mo,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,33.607536,0.7147471,4367.6788,state,fb-survey
25,ms,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,29.4460376,1.0060672,2052.5527,state,fb-survey
26,mt,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,40.8642735,1.282919,1468.234,state,fb-survey
27,nc,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,20.4447638,0.4747631,7216.0078,state,fb-survey
28,nd,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,48.2969689,1.8196862,754.1242,state,fb-survey
29,ne,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,35.7367594,1.1203439,1829.6797,state,fb-survey
30,nh,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,13.8198758,0.8603548,1609.0,state,fb-survey
31,nj,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,13.3611481,0.4740131,5151.9988,state,fb-survey
32,nm,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,22.2516826,0.9893821,1767.3629,state,fb-survey
33,nv,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,19.500132,0.9578522,1710.9438,state,fb-survey
34,ny,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,12.8206357,0.3234861,10681.0007,state,fb-survey
35,oh,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,23.4401755,0.4401543,9263.0036,state,fb-survey
36,ok,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,32.9374147,0.8139444,3334.113,state,fb-survey
37,or,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,16.2201883,0.5975322,3806.0341,state,fb-survey
38,pa,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,17.0072945,0.3706531,10274.0064,state,fb-survey
39,ri,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,16.1412081,1.2136317,918.99,state,fb-survey
40,sc,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,23.1035221,0.6510785,4191.0024,state,fb-survey
41,sd,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,49.9896423,1.6313742,939.3616,state,fb-survey
42,tn,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,30.5224587,0.654406,4951.8723,state,fb-survey
43,tx,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,25.3101102,0.3550621,14995.0224,state,fb-survey
44,ut,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,32.7787731,0.9423798,2481.1167,state,fb-survey
45,va,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,19.1573676,0.5076763,6009.0037,state,fb-survey
46,vt,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,11.1039638,1.1263934,778.0011,state,fb-survey
47,wa,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,16.1967958,0.4730759,6064.9615,state,fb-survey
48,wi,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,35.1896823,0.6512677,5377.0045,state,fb-survey
49,wv,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,30.1591735,1.0601645,1874.0547,state,fb-survey
50,wy,smoothed_hh_cmnty_cli,2020-10-22,2020-10-27,5,35.3799751,1.862591,659.0064,state,fb-survey
0,ak,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,31.4863103,1.678167,766.0,state,fb-survey
1,al,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,27.7991929,0.8025692,3116.0851,state,fb-survey
2,ar,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,30.3296526,0.9820256,2191.1382,state,fb-survey
3,az,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,16.9232561,0.5511262,4628.7237,state,fb-survey
4,ca,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,13.4485619,0.2653356,16533.2786,state,fb-survey
5,co,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,22.212165,0.614829,4570.8182,state,fb-survey
6,ct,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,16.622807,0.6366874,3419.0,state,fb-survey
7,dc,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,13.8676845,1.745589,392.0,state,fb-survey
8,de,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,14.0264026,1.1524253,908.0,state,fb-survey
9,fl,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,18.7128372,0.3321348,13788.9992,state,fb-survey
10,ga,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,23.4440244,0.5757696,5413.9436,state,fb-survey
11,hi,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,11.6996508,1.0972966,858.0,state,fb-survey
12,ia,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,33.2452512,0.8208939,3293.3487,state,fb-survey
13,id,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,37.9418087,1.1498448,1780.8966,state,fb-survey
14,il,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,24.9032428,0.4484084,9300.999,state,fb-survey
15,in,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,31.3491071,0.6226585,5551.0031,state,fb-survey
16,ks,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,30.5055929,0.9205098,2501.9148,state,fb-survey
17,ky,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,28.9536734,0.7671686,3495.1322,state,fb-survey
18,la,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,22.7016072,0.7669378,2983.368,state,fb-survey
19,ma,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,12.9413344,0.5033966,4446.0105,state,fb-survey
20,md,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,15.3995837,0.6245506,3339.9981,state,fb-survey
21,me,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,11.9808307,0.8211334,1564.0,state,fb-survey
22,mi,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,21.9629967,0.4466052,8592.9953,state,fb-survey
23,mn,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,25.7360674,0.6867141,4052.922,state,fb-survey
24,mo,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,33.3169064,0.7159921,4333.7512,state,fb-survey
25,ms,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,29.4761229,1.0196125,1999.5684,state,fb-survey
26,mt,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,42.1331935,1.3195354,1400.27,state,fb-survey
27,nc,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,20.8837661,0.479572,7184.0077,state,fb-survey
28,nd,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,47.7385847,1.8036061,766.9505,state,fb-survey
29,ne,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,35.8028795,1.1313397,1795.7566,state,fb-survey
30,nh,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,14.2549261,0.8678163,1623.0,state,fb-survey
31,nj,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,13.4863274,0.4774157,5118.9988,state,fb-survey
32,nm,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,22.8481181,1.008167,1734.3311,state,fb-survey
33,nv,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,20.7660081,0.9914119,1674.0032,state,fb-survey
34,ny,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,13.0190128,0.3272824,10572.0006,state,fb-survey
35,oh,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,23.676728,0.4441136,9162.003,state,fb-survey
36,ok,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,33.0477016,0.814147,3338.1133,state,fb-survey
37,or,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,15.3630885,0.5902636,3732.0404,state,fb-survey
38,pa,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,17.1540786,0.3760044,10052.0057,state,fb-survey
39,ri,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,16.1877569,1.2250826,903.9895,state,fb-survey
40,sc,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,22.7991125,0.6543291,4111.0026,state,fb-survey
41,sd,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,48.4026132,1.6490625,918.3797,state,fb-survey
42,tn,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,30.2298705,0.6558196,4903.849,state,fb-survey
43,tx,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,25.4414477,0.3568729,14894.025,state,fb-survey
44,ut,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,33.7153855,0.9481312,2486.0165,state,fb-survey
45,va,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,19.3017417,0.5119547,5942.8895,state,fb-survey
46,vt,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,11.7834245,1.1514698,784.001,state,fb-survey
47,wa,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,16.3310192,0.4749259,6057.9562,state,fb-survey
48,wi,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,35.5574348,0.6531057,5372.0043,state,fb-survey
49,wv,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,29.6808878,1.0525152,1884.0548,state,fb-survey
50,wy,smoothed_hh_cmnty_cli,2020-10-23,2020-10-28,5,36.5234669,1.8699849,662.9931,state,fb-survey
0,ak,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,33.0872483,1.7250366,744.0,state,fb-survey
1,al,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,28.1537482,0.8131571,3059.0842,state,fb-survey
2,ar,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,31.4702497,0.9907178,2197.2498,state,fb-survey
3,az,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,17.697952,0.566126,4544.7237,state,fb-survey
4,ca,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,13.4715853,0.2674432,16297.2481,state,fb-survey
5,co,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,22.5491341,0.6240344,4484.7585,state,fb-survey
6,ct,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,16.839455,0.6441482,3375.0,state,fb-survey
7,dc,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,13.3251834,1.6824919,408.0,state,fb-survey
8,de,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,14.6992054,1.1936641,880.0,state,fb-survey
9,fl,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,18.6514616,0.3335706,13635.9994,state,fb-survey
10,ga,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,23.2606577,0.5739879,5417.9448,state,fb-survey
11,hi,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,11.8181818,1.1246082,824.0,state,fb-survey
12,ia,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,33.0587919,0.8280856,3227.2314,state,fb-survey
13,id,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,36.7680687,1.1496943,1758.9056,state,fb-survey
14,il,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,24.6073534,0.4467579,9294.9989,state,fb-survey
15,in,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,31.2703118,0.6223445,5549.0019,state,fb-survey
16,ks,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,30.6651335,0.926676,2475.9434,state,fb-survey
17,ky,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,29.1229526,0.7709975,3472.4428,state,fb-survey
18,la,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,22.8727116,0.7747285,2939.1831,state,fb-survey
19,ma,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,13.6467872,0.5192939,4370.0105,state,fb-survey
20,md,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,15.1019818,0.6202235,3332.9982,state,fb-survey
21,me,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,12.2468975,0.8381053,1530.0,state,fb-survey
22,mi,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,22.7651347,0.4541985,8522.9957,state,fb-survey
23,mn,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,27.0233297,0.7027739,3992.9301,state,fb-survey
24,mo,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,33.8918033,0.717036,4357.8079,state,fb-survey
25,ms,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,30.5052972,1.0369954,1971.3935,state,fb-survey
26,mt,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,42.4187061,1.3240396,1393.2752,state,fb-survey
27,nc,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,20.7857138,0.4819723,7088.0084,state,fb-survey
28,nd,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,48.4836173,1.8237906,750.9144,state,fb-survey
29,ne,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,35.7737874,1.1469199,1746.6707,state,fb-survey
30,nh,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,14.2538265,0.8831584,1567.0,state,fb-survey
31,nj,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,13.6008802,0.4850321,4994.9987,state,fb-survey
32,nm,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,23.0231074,1.0251417,1686.3843,state,fb-survey
33,nv,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,21.2613597,1.0119044,1634.933,state,fb-survey
34,ny,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,13.3495867,0.3325473,10460.0003,state,fb-survey
35,oh,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,23.8620128,0.4442893,9204.0026,state,fb-survey
36,ok,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,33.2670688,0.8170981,3325.1124,state,fb-survey
37,or,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,15.8624988,0.6050199,3646.0433,state,fb-survey
38,pa,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,17.3719449,0.3789627,9995.0057,state,fb-survey
39,ri,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,17.2927421,1.2578303,903.9895,state,fb-survey
40,sc,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,22.8236574,0.6591628,4054.0026,state,fb-survey
41,sd,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,49.0128378,1.639596,929.6019,state,fb-survey
42,tn,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,30.6814336,0.6601965,4879.5389,state,fb-survey
43,tx,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,25.8502499,0.3610882,14701.0312,state,fb-survey
44,ut,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,33.5671583,0.9484189,2479.117,state,fb-survey
45,va,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,19.5936443,0.5161924,5912.6518,state,fb-survey
46,vt,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,11.7532315,1.1613539,769.001,state,fb-survey
47,wa,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,16.7502223,0.482976,5977.9541,state,fb-survey
48,wi,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,36.3280709,0.6646533,5236.0042,state,fb-survey
49,wv,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,29.0035217,1.0437471,1890.1531,state,fb-survey
50,wy,smoothed_hh_cmnty_cli,2020-10-24,2020-10-29,5,37.4834644,1.870199,669.9756,state,fb-survey
0,ak,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,34.6840659,1.7652547,727.0,state,fb-survey
1,al,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,27.9928119,0.8233939,2973.0835,state,fb-survey
2,ar,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,32.0292634,1.0020279,2168.2497,state,fb-survey
3,az,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,17.6838736,0.5699919,4480.4842,state,fb-survey
4,ca,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,13.7478414,0.271259,16115.2203,state,fb-survey
5,co,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,23.2876889,0.6388737,4376.8479,state,fb-survey
6,ct,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,17.3660714,0.6536195,3359.0,state,fb-survey
7,dc,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,13.0695444,1.6526068,416.0,state,fb-survey
8,de,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,15.1216686,1.2202383,862.0,state,fb-survey
9,fl,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,18.6280997,0.3346512,13534.9996,state,fb-survey
10,ga,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,22.9266649,0.5745477,5352.9453,state,fb-survey
11,hi,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,11.2269939,1.1065219,814.0,state,fb-survey
12,ia,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,33.253541,0.8368664,3169.2311,state,fb-survey
13,id,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,36.4384899,1.1567498,1730.9148,state,fb-survey
14,il,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,24.6096726,0.4470843,9282.0211,state,fb-survey
15,in,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,31.2015892,0.6295033,5417.0032,state,fb-survey
16,ks,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,30.3973082,0.9371677,2408.943,state,fb-survey
17,ky,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,28.372717,0.7695766,3431.4344,state,fb-survey
18,la,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,22.7901355,0.7793308,2897.1833,state,fb-survey
19,ma,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,13.602351,0.5243728,4274.011,state,fb-survey
20,md,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,15.3279158,0.624952,3322.9979,state,fb-survey
21,me,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,12.923588,0.8650036,1504.0,state,fb-survey
22,mi,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,23.3086671,0.4582375,8512.9952,state,fb-survey
23,mn,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,27.5187103,0.7086401,3971.9391,state,fb-survey
24,mo,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,34.2647864,0.7243583,4292.786,state,fb-survey
25,ms,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,30.4791306,1.0449945,1940.3933,state,fb-survey
26,mt,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,42.3347659,1.3406533,1358.2455,state,fb-survey
27,nc,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,21.2045517,0.4880699,7014.008,state,fb-survey
28,nd,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,48.1773023,1.8383243,738.7853,state,fb-survey
29,ne,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,37.5685471,1.1754303,1697.5951,state,fb-survey
30,nh,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,14.4502962,0.9024263,1518.0,state,fb-survey
31,nj,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,13.9327446,0.495913,4875.9989,state,fb-survey
32,nm,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,23.1208468,1.0196872,1709.5364,state,fb-survey
33,nv,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,21.9421767,1.0323939,1606.9608,state,fb-survey
34,ny,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,13.5940701,0.3374356,10315.9999,state,fb-survey
35,oh,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,24.4867523,0.4505734,9108.003,state,fb-survey
36,ok,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,33.0540882,0.8194822,3295.1121,state,fb-survey
37,or,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,16.2622506,0.6129914,3624.0413,state,fb-survey
38,pa,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,17.5103338,0.3816617,9916.0057,state,fb-survey
39,ri,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,18.2981104,1.2902791,897.989,state,fb-survey
40,sc,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,22.6133785,0.6622609,3990.0025,state,fb-survey
41,sd,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,52.5400037,1.6456058,920.8018,state,fb-survey
42,tn,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,30.4624674,0.6621388,4831.5478,state,fb-survey
43,tx,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,26.1688506,0.3647527,14522.0299,state,fb-survey
44,ut,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,34.3429213,0.9583467,2455.1242,state,fb-survey
45,va,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,19.6201931,0.5198557,5835.5868,state,fb-survey
46,vt,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,12.2794932,1.2097665,736.0011,state,fb-survey
47,wa,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,16.7573519,0.4873156,5873.9563,state,fb-survey
48,wi,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,36.5366088,0.6726994,5124.0041,state,fb-survey
49,wv,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,28.0518468,1.0565085,1808.1529,state,fb-survey
50,wy,smoothed_hh_cmnty_cli,2020-10-25,2020-10-30,5,40.2036095,1.9276257,646.9856,state,fb-survey
0,ak,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,33.9017735,1.7496475,732.0,state,fb-survey
1,al,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,27.7288913,0.8256011,2940.0635,state,fb-survey
2,ar,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,33.7563666,1.0242957,2131.3225,state,fb-survey
3,az,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,17.6827589,0.5754328,4395.9383,state,fb-survey
4,ca,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,14.0609091,0.2762515,15834.1511,state,fb-survey
5,co,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,23.3913352,0.6489697,4254.8477,state,fb-survey
6,ct,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,17.635423,0.66496,3285.0,state,fb-survey
7,dc,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,13.7135922,1.6967814,411.0,state,fb-survey
8,de,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,15.3061224,1.2482367,832.0,state,fb-survey
9,fl,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,18.9930357,0.3411866,13216.9997,state,fb-survey
10,ga,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,23.0877118,0.5798722,5280.9496,state,fb-survey
11,hi,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,11.1735331,1.1138365,800.0,state,fb-survey
12,ia,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,33.3390011,0.8490185,3083.1179,state,fb-survey
13,id,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,36.5813383,1.1655288,1707.7751,state,fb-survey
14,il,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,25.4805143,0.4579249,9055.0213,state,fb-survey
15,in,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,31.4250636,0.6408018,5248.0029,state,fb-survey
16,ks,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,30.830341,0.950792,2358.9726,state,fb-survey
17,ky,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,28.9913619,0.780953,3375.4371,state,fb-survey
18,la,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,22.9276581,0.7893361,2836.1838,state,fb-survey
19,ma,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,13.7976011,0.5303877,4228.0105,state,fb-survey
20,md,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,15.113385,0.6314044,3217.9976,state,fb-survey
21,me,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,12.4496644,0.8555795,1489.0,state,fb-survey
22,mi,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,24.0716664,0.4649415,8454.9954,state,fb-survey
23,mn,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,27.6771875,0.7167713,3896.1532,state,fb-survey
24,mo,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,33.7075239,0.7232524,4271.8045,state,fb-survey
25,ms,smoothed_hh_cmnty_cli,2020-10-26,2020-10-31,5,31.0338031,1.0667327,1880.8757,state,fb-survey
