,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
50,wy,smoothed_hh_cmnty_cli,2020-09-20,2020-11-19,60,22.4691365,1.52518,748.8913,state,fb-survey
0,ak,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,22.7503169,1.4934097,788.0,state,fb-survey
1,al,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,26.6658737,0.7415537,3556.1229,state,fb-survey
2,ar,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,29.2395015,0.8677214,2747.8957,state,fb-survey
3,az,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,15.2399538,0.4800051,5606.3884,state,fb-survey
4,ca,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,13.6807202,0.2334124,21675.4904,state,fb-survey
5,co,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,16.5223881,0.5216851,5067.8762,state,fb-survey
6,ct,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,11.5153788,0.5048375,3998.0,state,fb-survey
7,dc,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,10.6786427,1.3811813,500.0,state,fb-survey
8,de,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,11.870275,0.9796569,1090.0219,state,fb-survey
9,fl,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,17.8739439,0.2975579,16578.9972,state,fb-survey
10,ga,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,24.0878852,0.5328624,6439.9083,state,fb-survey
11,hi,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,14.9115044,1.0601057,1129.0,state,fb-survey
12,ia,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,28.7153361,0.7364747,3773.9344,state,fb-survey
13,id,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,25.1368503,0.9842832,1942.4006,state,fb-survey
14,il,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,18.9957832,0.3841885,10425.0018,state,fb-survey
15,in,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,22.492016,0.5412885,5950.0028,state,fb-survey
16,ks,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,27.5257841,0.8187103,2976.2042,state,fb-survey
17,ky,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,23.0077743,0.6669391,3982.4392,state,fb-survey
18,la,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,23.2907794,0.6870818,3784.5543,state,fb-survey
19,ma,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,10.6207825,0.4339478,5041.0155,state,fb-survey
20,md,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,13.270897,0.5287415,4116.9756,state,fb-survey
21,me,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,11.6575137,0.7172255,2002.0,state,fb-survey
22,mi,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,15.3240756,0.3583606,10104.0076,state,fb-survey
23,mn,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,19.2889691,0.5708672,4777.1807,state,fb-survey
24,mo,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,29.5306456,0.6317066,5214.8565,state,fb-survey
25,ms,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,25.3436868,0.8946757,2363.7692,state,fb-survey
26,mt,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,24.4078888,1.131144,1442.0187,state,fb-survey
27,nc,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,18.1119823,0.4108632,8786.0117,state,fb-survey
28,nd,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,34.4137455,1.6611006,817.9992,state,fb-survey
29,ne,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,27.5677818,1.0134192,1944.2646,state,fb-survey
30,nh,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,12.2690531,0.7885576,1731.0,state,fb-survey
31,nj,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,9.5801674,0.3868938,5786.998,state,fb-survey
32,nm,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,14.8930621,0.8296003,1841.6674,state,fb-survey
33,nv,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,17.8272082,0.8454922,2049.2369,state,fb-survey
34,ny,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,10.9234708,0.2780911,12582.0006,state,fb-survey
35,oh,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,17.340963,0.3711596,10405.0034,state,fb-survey
36,ok,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,28.1349339,0.7314651,3778.9968,state,fb-survey
37,or,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,13.1776532,0.5262659,4131.0377,state,fb-survey
38,pa,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,13.645127,0.3075938,12454.0083,state,fb-survey
39,ri,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,9.1713149,0.8811109,1072.9845,state,fb-survey
40,sc,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,21.6663426,0.563446,5346.0049,state,fb-survey
41,sd,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,35.3890504,1.5046055,1010.0195,state,fb-survey
42,tn,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,24.9090678,0.575394,5649.5555,state,fb-survey
43,tx,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,20.8151639,0.3061976,17579.9728,state,fb-survey
44,ut,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,27.5783949,0.8275849,2916.1647,state,fb-survey
45,va,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,16.782257,0.4326062,7462.4407,state,fb-survey
46,vt,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,11.4857126,1.0785237,874.001,state,fb-survey
47,wa,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,14.6754444,0.4303248,6761.9591,state,fb-survey
48,wi,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,24.3350354,0.5550837,5975.9911,state,fb-survey
49,wv,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,23.010105,0.8851575,2261.0553,state,fb-survey
50,wy,smoothed_hh_cmnty_cli,2020-09-21,2020-11-19,59,22.0312298,1.5512037,713.8743,state,fb-survey
0,ak,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,23.1125828,1.5352044,754.0,state,fb-survey
1,al,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,26.8403605,0.7514839,3477.1269,state,fb-survey
2,ar,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,29.1000314,0.870411,2723.2706,state,fb-survey
3,az,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,15.2411388,0.4826138,5546.2961,state,fb-survey
4,ca,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,13.4927535,0.2327009,21555.4339,state,fb-survey
5,co,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,16.3596694,0.5239793,4983.8165,state,fb-survey
6,ct,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,11.9169003,0.5173377,3922.0,state,fb-survey
7,dc,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,10.6707317,1.3933276,491.0,state,fb-survey
8,de,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,12.0921025,0.9967161,1070.0073,state,fb-survey
9,fl,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,17.9131561,0.3007387,16257.9975,state,fb-survey
10,ga,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,24.0399391,0.5361338,6352.9042,state,fb-survey
11,hi,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,16.2634409,1.105163,1115.0,state,fb-survey
12,ia,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,29.1687086,0.7450302,3722.1566,state,fb-survey
13,id,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,25.2324102,0.9976645,1895.4098,state,fb-survey
14,il,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,19.052984,0.3886593,10210.0016,state,fb-survey
15,in,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,22.5675146,0.5500819,5775.0038,state,fb-survey
16,ks,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,27.6011764,0.8220325,2957.2029,state,fb-survey
17,ky,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,22.9450776,0.6735275,3897.4379,state,fb-survey
18,la,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,22.9905174,0.6902021,3716.554,state,fb-survey
19,ma,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,10.8512433,0.4407396,4980.0145,state,fb-survey
20,md,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,13.492891,0.538379,4026.99,state,fb-survey
21,me,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,11.3506494,0.7231787,1924.0,state,fb-survey
22,mi,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,15.4949924,0.3631665,9928.0084,state,fb-survey
23,mn,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,19.8514437,0.582005,4697.15,state,fb-survey
24,mo,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,30.362094,0.6410884,5144.4814,state,fb-survey
25,ms,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,25.5468615,0.8997402,2349.5588,state,fb-survey
26,mt,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,24.3155869,1.1340156,1431.0444,state,fb-survey
27,nc,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,18.0937463,0.4146859,8618.0089,state,fb-survey
28,nd,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,34.6958788,1.6959086,787.7957,state,fb-survey
29,ne,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,28.145368,1.0324422,1897.2747,state,fb-survey
30,nh,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,12.8346915,0.8071968,1717.0,state,fb-survey
31,nj,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,9.9385986,0.3963079,5698.9978,state,fb-survey
32,nm,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,14.8728266,0.8316086,1830.7278,state,fb-survey
33,nv,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,17.4113767,0.8577916,1954.2934,state,fb-survey
34,ny,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,10.9663032,0.2815838,12314.0006,state,fb-survey
35,oh,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,17.4968253,0.3754977,10238.0032,state,fb-survey
36,ok,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,28.415381,0.7318284,3797.9971,state,fb-survey
37,or,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,13.2548962,0.5281468,4122.0387,state,fb-survey
38,pa,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,13.8569569,0.3130933,12177.0071,state,fb-survey
39,ri,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,9.2079518,0.8935834,1046.9855,state,fb-survey
40,sc,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,21.6959153,0.5725749,5182.0042,state,fb-survey
41,sd,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,37.1591862,1.5555666,965.0077,state,fb-survey
42,tn,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,24.540146,0.5820756,5465.5559,state,fb-survey
43,tx,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,20.8582203,0.3074204,17466.9711,state,fb-survey
44,ut,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,28.3692393,0.8347579,2916.2594,state,fb-survey
45,va,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,16.585969,0.4352792,7302.0397,state,fb-survey
46,vt,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,11.8634251,1.1007216,863.0009,state,fb-survey
47,wa,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,14.6021852,0.4298789,6747.9577,state,fb-survey
48,wi,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,24.5361785,0.5589278,5926.9912,state,fb-survey
49,wv,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,22.81912,0.8945075,2201.1042,state,fb-survey
50,wy,smoothed_hh_cmnty_cli,2020-09-22,2020-11-19,58,21.5434613,1.5618971,692.8509,state,fb-survey
0,ak,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,22.1419185,1.5060961,760.0,state,fb-survey
1,al,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,27.1729096,0.7522446,3497.123,state,fb-survey
2,ar,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,28.5429484,0.8719758,2682.4712,state,fb-survey
3,az,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,15.2763282,0.4840993,5522.7423,state,fb-survey
4,ca,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,13.3966416,0.2326968,21426.4338,state,fb-survey
5,co,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,16.9857499,0.5326048,4970.8111,state,fb-survey
6,ct,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,11.9238736,0.5215403,3861.0,state,fb-survey
7,dc,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,9.1942149,1.3147419,483.0,state,fb-survey
8,de,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,12.7934739,1.0230307,1066.0073,state,fb-survey
9,fl,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,17.9830012,0.3025109,16116.997,state,fb-survey
10,ga,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,23.5421199,0.5385129,6206.9129,state,fb-survey
11,hi,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,15.6982193,1.1142047,1066.0,state,fb-survey
12,ia,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,29.6326983,0.7596617,3613.2797,state,fb-survey
13,id,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,24.4751364,0.9925183,1876.4543,state,fb-survey
14,il,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,19.2665568,0.3923964,10102.0019,state,fb-survey
15,in,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,22.4938271,0.5547532,5665.0007,state,fb-survey
16,ks,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,27.3784744,0.8252913,2919.1744,state,fb-survey
17,ky,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,22.8518225,0.6823506,3786.4419,state,fb-survey
18,la,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,23.1660534,0.6976189,3657.3685,state,fb-survey
19,ma,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,11.2036095,0.4467731,4984.014,state,fb-survey
20,md,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,13.4237635,0.5433873,3935.9898,state,fb-survey
21,me,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,11.7631439,0.7426376,1882.0,state,fb-survey
22,mi,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,15.689561,0.3679018,9773.0077,state,fb-survey
23,mn,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,20.3109802,0.5909282,4635.1081,state,fb-survey
24,mo,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,30.540028,0.6486039,5042.4885,state,fb-survey
25,ms,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,25.3696156,0.9099545,2286.5999,state,fb-survey
26,mt,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,23.9012504,1.1426629,1393.0346,state,fb-survey
27,nc,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,18.0508157,0.417168,8500.0092,state,fb-survey
28,nd,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,35.2461813,1.6819864,806.738,state,fb-survey
29,ne,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,27.9524858,1.0304925,1896.4867,state,fb-survey
30,nh,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,13.8126492,0.8430491,1675.0,state,fb-survey
31,nj,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,9.9878535,0.395037,5760.9978,state,fb-survey
32,nm,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,15.0895425,0.8401158,1815.344,state,fb-survey
33,nv,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,17.3392085,0.8648353,1916.2934,state,fb-survey
34,ny,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,10.9630074,0.2829751,12190.0006,state,fb-survey
35,oh,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,17.8950993,0.3820525,10066.0053,state,fb-survey
36,ok,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,28.2886134,0.7343289,3761.9978,state,fb-survey
37,or,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,12.9830937,0.5273738,4062.0447,state,fb-survey
38,pa,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,14.0893894,0.3180097,11969.007,state,fb-survey
39,ri,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,9.4594419,0.9263863,997.986,state,fb-survey
40,sc,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,21.130241,0.5744056,5051.0039,state,fb-survey
41,sd,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,37.5531234,1.5439528,983.7591,state,fb-survey
42,tn,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,24.2064457,0.5844296,5371.5405,state,fb-survey
43,tx,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,20.83295,0.3076888,17420.9484,state,fb-survey
44,ut,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,28.9514261,0.8489346,2854.1502,state,fb-survey
45,va,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,16.2441939,0.4329819,7257.274,state,fb-survey
46,vt,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,12.5441666,1.1374102,848.001,state,fb-survey
47,wa,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,14.4338009,0.4292802,6701.951,state,fb-survey
48,wi,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,25.4176016,0.568431,5866.9907,state,fb-survey
49,wv,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,23.254773,0.8992189,2207.154,state,fb-survey
50,wy,smoothed_hh_cmnty_cli,2020-09-23,2020-11-19,57,22.4187103,1.6161281,665.9108,state,fb-survey
0,ak,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,20.974026,1.4681237,769.0,state,fb-survey
1,al,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,26.9189554,0.7520728,3478.109,state,fb-survey
2,ar,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,28.6452291,0.8796598,2641.4711,state,fb-survey
3,az,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,15.2148152,0.489301,5388.0855,state,fb-survey
4,ca,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,13.1459241,0.2327625,21074.4031,state,fb-survey
5,co,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,17.5380209,0.5445662,4876.7773,state,fb-survey
6,ct,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,11.8283881,0.5280699,3740.0,state,fb-survey
7,dc,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,8.4024896,1.2649498,481.0,state,fb-survey
8,de,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,12.5818522,1.0148164,1068.0,state,fb-survey
9,fl,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,18.1294012,0.3041771,16041.9976,state,fb-survey
10,ga,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,23.7612661,0.5416355,6174.915,state,fb-survey
11,hi,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,14.947469,1.1024569,1046.0,state,fb-survey
12,ia,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,29.9541991,0.7664798,3571.3993,state,fb-survey
13,id,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,25.0364108,0.9985249,1882.3686,state,fb-survey
14,il,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,19.6172059,0.3980567,9952.0015,state,fb-survey
15,in,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,23.1546119,0.5639835,5594.0007,state,fb-survey
16,ks,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,27.2504456,0.8305403,2873.9717,state,fb-survey
17,ky,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,22.3054263,0.6856413,3686.4413,state,fb-survey
18,la,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,22.9962254,0.7028748,3584.3684,state,fb-survey
19,ma,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,11.721279,0.4575301,4943.0125,state,fb-survey
20,md,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,13.3960802,0.5470284,3876.9971,state,fb-survey
21,me,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,12.1035058,0.769641,1796.0,state,fb-survey
22,mi,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,15.8518802,0.3701452,9736.009,state,fb-survey
23,mn,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,20.8974118,0.6012876,4572.1314,state,fb-survey
24,mo,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,30.7999267,0.6514362,5022.4139,state,fb-survey
25,ms,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,24.8224789,0.901662,2295.3327,state,fb-survey
26,mt,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,25.0653141,1.1501039,1419.9788,state,fb-survey
27,nc,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,17.6600015,0.415941,8405.0089,state,fb-survey
28,nd,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,36.0615566,1.6638873,832.8345,state,fb-survey
29,ne,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,28.6050528,1.0333314,1912.6301,state,fb-survey
30,nh,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,14.2730496,0.850639,1691.0,state,fb-survey
31,nj,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,10.1938342,0.4016773,5673.9981,state,fb-survey
32,nm,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,15.1496014,0.8495633,1780.9987,state,fb-survey
33,nv,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,17.2381467,0.8722123,1875.3241,state,fb-survey
34,ny,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,11.0450139,0.285925,12018.0007,state,fb-survey
35,oh,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,18.4967834,0.3888356,9971.0068,state,fb-survey
36,ok,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,29.2054522,0.7418363,3757.0548,state,fb-survey
37,or,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,13.228487,0.5335571,4032.047,state,fb-survey
38,pa,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,14.3312885,0.3232059,11753.0073,state,fb-survey
39,ri,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,9.6499706,0.9342156,998.9875,state,fb-survey
40,sc,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,21.686617,0.5871736,4926.0036,state,fb-survey
41,sd,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,38.8368255,1.5392242,1002.6052,state,fb-survey
42,tn,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,24.4948016,0.5895864,5320.5426,state,fb-survey
43,tx,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,20.5535415,0.3076354,17253.9514,state,fb-survey
44,ut,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,29.7720162,0.8555912,2856.1817,state,fb-survey
45,va,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,16.3211388,0.4370781,7149.0464,state,fb-survey
46,vt,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,11.8817816,1.1244967,828.0011,state,fb-survey
47,wa,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,14.3081121,0.4285209,6676.9488,state,fb-survey
48,wi,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,26.5508169,0.5781125,5834.9903,state,fb-survey
49,wv,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,23.1348175,0.9132476,2132.1545,state,fb-survey
50,wy,smoothed_hh_cmnty_cli,2020-09-24,2020-11-19,56,23.8957437,1.6674783,654.0472,state,fb-survey
0,ak,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,21.4192708,1.4813671,767.0,state,fb-survey
1,al,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,26.3544523,0.7459434,3488.0985,state,fb-survey
2,ar,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,28.9612862,0.8947421,2569.9055,state,fb-survey
3,az,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,15.2323269,0.4901126,5375.325,state,fb-survey
4,ca,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,13.2421009,0.2359594,20634.3707,state,fb-survey
5,co,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,17.4672943,0.5445253,4862.0079,state,fb-survey
6,ct,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,11.6838955,0.5298893,3675.0,state,fb-survey
7,dc,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,9.607438,1.3409006,483.0,state,fb-survey
8,de,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,11.8957346,0.9971805,1054.0,state,fb-survey
9,fl,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,18.3560175,0.3066055,15941.998,state,fb-survey
10,ga,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,23.1811315,0.5377982,6156.9246,state,fb-survey
11,hi,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,14.5892351,1.0852498,1058.0,state,fb-survey
12,ia,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,30.1713098,0.7711949,3542.4176,state,fb-survey
13,id,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,25.4684981,1.0009398,1894.6426,state,fb-survey
14,il,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,19.547622,0.3989679,9880.0014,state,fb-survey
15,in,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,23.4805171,0.5667837,5593.0016,state,fb-survey
16,ks,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,27.9535057,0.8456885,2815.9719,state,fb-survey
17,ky,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,22.3448791,0.6921731,3621.7522,state,fb-survey
18,la,smoothed_hh_cmnty_cli,2020-09-25,2020-11-19,55,22.5766587,0.7013493,3553.553,state,fb-survey
